token,token_lower,count,rank,per_1k,chapter_0,chapter_1,chapter_2
простой,простой,1,18497,0.0091,0,0,1
мертвая,мертвая,1,18498,0.0091,0,0,1
тишина,тишина,1,18499,0.0091,0,0,1
нечеловеческого,нечеловеческого,1,18500,0.0091,0,0,1
поровнялся,поровнялся,1,18501,0.0091,0,0,1
прекраснее,прекраснее,1,18502,0.0091,0,0,1
сияло,сияло,1,18503,0.0091,0,0,1
веселостью,веселостью,1,18504,0.0091,0,0,1
невинною,невинною,1,18505,0.0091,0,0,1
напоминало,напоминало,1,18506,0.0091,0,0,1
ребяческую,ребяческую,1,18507,0.0091,0,0,1
четырнадцатилетнюю,четырнадцатилетнюю,1,18508,0.0091,0,0,1
резвость,резвость,1,18509,0.0091,0,0,1
лился,лился,1,18510,0.0091,0,0,1
представления,представления,1,18511,0.0091,0,0,1
отделившись,отделившись,1,18512,0.0091,0,0,1
исходе,исходе,1,18513,0.0091,0,0,1
состоявшее,состоявшее,1,18514,0.0091,0,0,1
захвачен,захвачен,1,18515,0.0091,0,0,1
представлено,представлено,1,18516,0.0091,0,0,1
побеждены,побеждены,1,18517,0.0091,0,0,1
дивизион,дивизион,1,18518,0.0091,0,0,1
потребовали,потребовали,1,18519,0.0091,0,0,1
немецком,немецком,1,18520,0.0091,0,0,1
городке,городке,1,18521,0.0091,0,0,1
площади,площади,1,18522,0.0091,0,0,1
сильная,сильная,1,18523,0.0091,0,0,1
подобрать,подобрать,1,18524,0.0091,0,0,1
невоенных,невоенных,1,18525,0.0091,0,0,1
склонившись,склонившись,1,18526,0.0091,0,0,1
грациозным,грациозным,1,18527,0.0091,0,0,1
лежащего,лежащего,1,18528,0.0091,0,0,1
нечист,нечист,1,18529,0.0091,0,0,1
груб,груб,1,18530,0.0091,0,0,1
гадок,гадок,1,18531,0.0091,0,0,1
оскорбила,оскорбила,1,18532,0.0091,0,0,1
содрогнулись,содрогнулись,1,18533,0.0091,0,0,1
пробежавшего,пробежавшего,1,18534,0.0091,0,0,1
мороза,мороза,1,18535,0.0091,0,0,1
сутуловатые,сутуловатые,1,18536,0.0091,0,0,1
судорожно,судорожно,1,18537,0.0091,0,0,1
шпорой,шпорой,1,18538,0.0091,0,0,1
приученная,приученная,1,18539,0.0091,0,0,1
слезший,слезший,1,18540,0.0091,0,0,1
класть,класть,1,18541,0.0091,0,0,1
появившиеся,появившиеся,1,18542,0.0091,0,0,1
страдая,страдая,1,18543,0.0091,0,0,1
наполнившие,наполнившие,1,18544,0.0091,0,0,1
чарторижскому,чарторижскому,1,18545,0.0091,0,0,1
авангарда,авангарда,1,18546,0.0091,0,0,1
расположились,расположились,1,18547,0.0091,0,0,1
уступавшей,уступавшей,1,18548,0.0091,0,0,1
малейшей,малейшей,1,18549,0.0091,0,0,1
перестрелке,перестрелке,1,18550,0.0091,0,0,1
обещаны,обещаны,1,18551,0.0091,0,0,1
роздана,роздана,1,18552,0.0091,0,0,1
двойная,двойная,1,18553,0.0091,0,0,1
порция,порция,1,18554,0.0091,0,0,1
трещали,трещали,1,18555,0.0091,0,0,1
бивачные,бивачные,1,18556,0.0091,0,0,1
праздновал,праздновал,1,18557,0.0091,0,0,1
майоры,майоры,1,18558,0.0091,0,0,1
выпивший,выпивший,1,18559,0.0091,0,0,1
пирушки,пирушки,1,18560,0.0091,0,0,1
тост,тост,1,18561,0.0091,0,0,1
официальных,официальных,1,18562,0.0091,0,0,1
обворожительного,обворожительного,1,18563,0.0091,0,0,1
пьем,пьем,1,18564,0.0091,0,0,1
верную,верную,1,18565,0.0091,0,0,1
спуску,спуску,1,18566,0.0091,0,0,1
шенграбеном,шенграбеном,1,18567,0.0091,0,0,1
воодушевленные,воодушевленные,1,18568,0.0091,0,0,1
воодушевленно,воодушевленно,1,18569,0.0091,0,0,1
двадцатилетний,двадцатилетний,1,18570,0.0091,0,0,1
выпили,выпили,1,18571,0.0091,0,0,1
налил,налил,1,18572,0.0091,0,0,1
кострам,кострам,1,18573,0.0091,0,0,1
величественной,величественной,1,18574,0.0091,0,0,1
распахнувшейся,распахнувшейся,1,18575,0.0091,0,0,1
врагами,врагами,1,18576,0.0091,0,0,1
баритоном,баритоном,1,18577,0.0091,0,0,1
дружно,дружно,1,18578,0.0091,0,0,1
коротенькою,коротенькою,1,18579,0.0091,0,0,1
любимца,любимца,1,18580,0.0091,0,0,1
влюбиться,влюбиться,1,18581,0.0091,0,0,1
влюбился,влюбился,1,18582,0.0091,0,0,1
шути,шути,1,18583,0.0091,0,0,1
разделяю,разделяю,1,18584,0.0091,0,0,1
бродить,бродить,1,18585,0.0091,0,0,1
мечтая,мечтая,1,18586,0.0091,0,0,1
спасая,спасая,1,18587,0.0091,0,0,1
мечтать,мечтать,1,18588,0.0091,0,0,1
памятные,памятные,1,18589,0.0091,0,0,1
предшествующие,предшествующие,1,18590,0.0091,0,0,1
аустерлицкому,аустерлицкому,1,18591,0.0091,0,0,1
девять,девять,1,18592,0.0091,0,0,1
десятых,десятых,1,18593,0.0091,0,0,1
медик,медик,1,18594,0.0091,0,0,1
вилье,вилье,1,18595,0.0091,0,0,1
призываем,призываем,1,18596,0.0091,0,0,1
распространилось,распространилось,1,18597,0.0091,0,0,1
приближенные,приближенные,1,18598,0.0091,0,0,1
сильном,сильном,1,18599,0.0091,0,0,1
произведенном,произведенном,1,18600,0.0091,0,0,1
чувствительную,чувствительную,1,18601,0.0091,0,0,1
препровожден,препровожден,1,18602,0.0091,0,0,1
аванпостов,аванпостов,1,18603,0.0091,0,0,1
парламентерским,парламентерским,1,18604,0.0091,0,0,1
флагом,флагом,1,18605,0.0091,0,0,1
полдень,полдень,1,18606,0.0091,0,0,1
допущен,допущен,1,18607,0.0091,0,0,1
присылки,присылки,1,18608,0.0091,0,0,1
личном,личном,1,18609,0.0091,0,0,1
отказано,отказано,1,18610,0.0091,0,0,1
победитель,победитель,1,18611,0.0091,0,0,1
чаяния,чаяния,1,18612,0.0091,0,0,1
действительное,действительное,1,18613,0.0091,0,0,1
перестрелок,перестрелок,1,18614,0.0091,0,0,1
полдня,полдня,1,18615,0.0091,0,0,1
возбужденное,возбужденное,1,18616,0.0091,0,0,1
памятное,памятное,1,18617,0.0091,0,0,1
аустерлицкое,аустерлицкое,1,18618,0.0091,0,0,1
посылки,посылки,1,18619,0.0091,0,0,1
ограничивались,ограничивались,1,18620,0.0091,0,0,1
квартирой,квартирой,1,18621,0.0091,0,0,1
передалось,передалось,1,18622,0.0091,0,0,1
штабы,штабы,1,18623,0.0091,0,0,1
концам,концам,1,18624,0.0091,0,0,1
частям,частям,1,18625,0.0091,0,0,1
загудела,загудела,1,18626,0.0091,0,0,1
заколыхалась,заколыхалась,1,18627,0.0091,0,0,1
девятиверстным,девятиверстным,1,18628,0.0091,0,0,1
холстом,холстом,1,18629,0.0091,0,0,1
союзного,союзного,1,18630,0.0091,0,0,1
сосредоточенное,сосредоточенное,1,18631,0.0091,0,0,1
начавшееся,начавшееся,1,18632,0.0091,0,0,1
давшее,давшее,1,18633,0.0091,0,0,1
толчок,толчок,1,18634,0.0091,0,0,1
дальнейшему,дальнейшему,1,18635,0.0091,0,0,1
серединного,серединного,1,18636,0.0091,0,0,1
башенных,башенных,1,18637,0.0091,0,0,1
двинулось,двинулось,1,18638,0.0091,0,0,1
повернулось,повернулось,1,18639,0.0091,0,0,1
вертеться,вертеться,1,18640,0.0091,0,0,1
шестерни,шестерни,1,18641,0.0091,0,0,1
куранты,куранты,1,18642,0.0091,0,0,1
выскакивать,выскакивать,1,18643,0.0091,0,0,1
подвигаться,подвигаться,1,18644,0.0091,0,0,1
результата,результата,1,18645,0.0091,0,0,1
безучастно,безучастно,1,18646,0.0091,0,0,1
неподвижны,неподвижны,1,18647,0.0091,0,0,1
передачи,передачи,1,18648,0.0091,0,0,1
механизма,механизма,1,18649,0.0091,0,0,1
осях,осях,1,18650,0.0091,0,0,1
зубьями,зубьями,1,18651,0.0091,0,0,1
шипят,шипят,1,18652,0.0091,0,0,1
вертящиеся,вертящиеся,1,18653,0.0091,0,0,1
соседнее,соседнее,1,18654,0.0091,0,0,1
неподвижностью,неподвижностью,1,18655,0.0091,0,0,1
зацепил,зацепил,1,18656,0.0091,0,0,1
рычаг,рычаг,1,18657,0.0091,0,0,1
покоряясь,покоряясь,1,18658,0.0091,0,0,1
трещит,трещит,1,18659,0.0091,0,0,1
сливается,сливается,1,18660,0.0091,0,0,1
непонятны,непонятны,1,18661,0.0091,0,0,1
часах,часах,1,18662,0.0091,0,0,1
сложного,сложного,1,18663,0.0091,0,0,1
блоков,блоков,1,18664,0.0091,0,0,1
уравномеренное,уравномеренное,1,18665,0.0091,0,0,1
указывающей,указывающей,1,18666,0.0091,0,0,1
результатом,результатом,1,18667,0.0091,0,0,1
сложных,сложных,1,18668,0.0091,0,0,1
человеческих,человеческих,1,18669,0.0091,0,0,1
страстей,страстей,1,18670,0.0091,0,0,1
раскаяний,раскаяний,1,18671,0.0091,0,0,1
унижений,унижений,1,18672,0.0091,0,0,1
проигрыш,проигрыш,1,18673,0.0091,0,0,1
называемого,называемого,1,18674,0.0091,0,0,1
передвижение,передвижение,1,18675,0.0091,0,0,1
всемирно,всемирно,1,18676,0.0091,0,0,1
исторической,исторической,1,18677,0.0091,0,0,1
циферблате,циферблате,1,18678,0.0091,0,0,1
человечества,человечества,1,18679,0.0091,0,0,1
дежурным,дежурным,1,18680,0.0091,0,0,1
неотлучно,неотлучно,1,18681,0.0091,0,0,1
гофмаршалу,гофмаршалу,1,18682,0.0091,0,0,1
знающих,знающих,1,18683,0.0091,0,0,1
чаем,чаем,1,18684,0.0091,0,0,1
выслушали,выслушали,1,18685,0.0091,0,0,1
медлить,медлить,1,18686,0.0091,0,0,1
дорожа,дорожа,1,18687,0.0091,0,0,1
выводом,выводом,1,18688,0.0091,0,0,1
требовать,требовать,1,18689,0.0091,0,0,1
противно,противно,1,18690,0.0091,0,0,1
методе,методе,1,18691,0.0091,0,0,1
ведения,ведения,1,18692,0.0091,0,0,1
настал,настал,1,18693,0.0091,0,0,1
сером,сером,1,18694,0.0091,0,0,1
огорчению,огорчению,1,18695,0.0091,0,0,1
получивший,получивший,1,18696,0.0091,0,0,1
титула,титула,1,18697,0.0091,0,0,1
ставить,ставить,1,18698,0.0091,0,0,1
атакованного,атакованного,1,18699,0.0091,0,0,1
энергия,энергия,1,18700,0.0091,0,0,1
вернее,вернее,1,18701,0.0091,0,0,1
указывает,указывает,1,18702,0.0091,0,0,1
опытность,опытность,1,18703,0.0091,0,0,1
кунктаторов,кунктаторов,1,18704,0.0091,0,0,1
атакуем,атакуем,1,18705,0.0091,0,0,1
составленный,составленный,1,18706,0.0091,0,0,1
предвидены,предвидены,1,18707,0.0091,0,0,1
флангового,флангового,1,18708,0.0091,0,0,1
одобрен,одобрен,1,18709,0.0091,0,0,1
заботитесь,заботитесь,1,18710,0.0091,0,0,1
слушавший,слушавший,1,18711,0.0091,0,0,1
собираясь,собираясь,1,18712,0.0091,0,0,1
пошутить,пошутить,1,18713,0.0091,0,0,1
застрахована,застрахована,1,18714,0.0091,0,0,1
herr,herr,1,18715,0.0091,0,0,1
general,general,1,18716,0.0091,0,0,1
wimpfen,wimpfen,1,18717,0.0091,0,0,1
langeron,langeron,1,18718,0.0091,0,0,1
lichtenstein,lichtenstein,1,18719,0.0091,0,0,1
hohenloe,hohenloe,1,18720,0.0091,0,0,1
prsch,prsch,1,18721,0.0091,0,0,1
prsh,prsh,1,18722,0.0091,0,0,1
ainsi,ainsi,1,18723,0.0091,0,0,1
noms,noms,1,18724,0.0091,0,0,1
polonais,polonais,1,18725,0.0091,0,0,1
taisez,taisez,1,18726,0.0091,0,0,1
langue,langue,1,18727,0.0091,0,0,1
аракчеев,аракчеев,1,18728,0.0091,0,0,1
нервы,нервы,1,18729,0.0091,0,0,1
слабы,слабы,1,18730,0.0091,0,0,1
иларионович,иларионович,1,18731,0.0091,0,0,1
завтрашнем,завтрашнем,1,18732,0.0091,0,0,1
mêle,mêle,1,18733,0.0091,0,0,1
riz,riz,1,18734,0.0091,0,0,1
cоtelettes,cоtelettes,1,18735,0.0091,0,0,1
mêlez,mêlez,1,18736,0.0091,0,0,1
планами,планами,1,18737,0.0091,0,0,1
переехал,переехал,1,18738,0.0091,0,0,1
потребованы,потребованы,1,18739,0.0091,0,0,1
отказался,отказался,1,18740,0.0091,0,0,1
назначенному,назначенному,1,18741,0.0091,0,0,1
распорядителем,распорядителем,1,18742,0.0091,0,0,1
предполагаемого,предполагаемого,1,18743,0.0091,0,0,1
оживленностью,оживленностью,1,18744,0.0091,0,0,1
торопливостью,торопливостью,1,18745,0.0091,0,0,1
недовольным,недовольным,1,18746,0.0091,0,0,1
игравшим,игравшим,1,18747,0.0091,0,0,1
председателя,председателя,1,18748,0.0091,0,0,1
руководителя,руководителя,1,18749,0.0091,0,0,1
запряженная,запряженная,1,18750,0.0091,0,0,1
разбежавшаяся,разбежавшаяся,1,18751,0.0091,0,0,1
возом,возом,1,18752,0.0091,0,0,1
гнало,гнало,1,18753,0.0091,0,0,1
несся,несся,1,18754,0.0091,0,0,1
возможную,возможную,1,18755,0.0091,0,0,1
быстроту,быстроту,1,18756,0.0091,0,0,1
обсуждать,обсуждать,1,18757,0.0091,0,0,1
осмотра,осмотра,1,18758,0.0091,0,0,1
доклада,доклада,1,18759,0.0091,0,0,1
объяснений,объяснений,1,18760,0.0091,0,0,1
канцелярии,канцелярии,1,18761,0.0091,0,0,1
диктовал,диктовал,1,18762,0.0091,0,0,1
немецкую,немецкую,1,18763,0.0091,0,0,1
забывал,забывал,1,18764,0.0091,0,0,1
почтительным,почтительным,1,18765,0.0091,0,0,1
перебивал,перебивал,1,18766,0.0091,0,0,1
испачкан,испачкан,1,18767,0.0091,0,0,1
жалкий,жалкий,1,18768,0.0091,0,0,1
растерянный,растерянный,1,18769,0.0091,0,0,1
самонадеянный,самонадеянный,1,18770,0.0091,0,0,1
остралиц,остралиц,1,18771,0.0091,0,0,1
сделавшейся,сделавшейся,1,18772,0.0091,0,0,1
кабинетом,кабинетом,1,18773,0.0091,0,0,1
данным,данным,1,18774,0.0091,0,0,1
позволением,позволением,1,18775,0.0091,0,0,1
разложена,разложена,1,18776,0.0091,0,0,1
карта,карта,1,18777,0.0091,0,0,1
окрестностей,окрестностей,1,18778,0.0091,0,0,1
расстегнутом,расстегнутом,1,18779,0.0091,0,0,1
выплыла,выплыла,1,18780,0.0091,0,0,1
волтеровском,волтеровском,1,18781,0.0091,0,0,1
пухлые,пухлые,1,18782,0.0091,0,0,1
подлокотники,подлокотники,1,18783,0.0091,0,0,1
кивнув,кивнув,1,18784,0.0091,0,0,1
спящим,спящим,1,18785,0.0091,0,0,1
издавал,издавал,1,18786,0.0091,0,0,1
последующего,последующего,1,18787,0.0091,0,0,1
доказывали,доказывали,1,18788,0.0091,0,0,1
важнейшем,важнейшем,1,18789,0.0091,0,0,1
неудержимом,неудержимом,1,18790,0.0091,0,0,1
удовлетворении,удовлетворении,1,18791,0.0091,0,0,1
однообразным,однообразным,1,18792,0.0091,0,0,1
заглавием,заглавием,1,18793,0.0091,0,0,1
сложная,сложная,1,18794,0.0091,0,0,1
трудная,трудная,1,18795,0.0091,0,0,1
оригинальной,оригинальной,1,18796,0.0091,0,0,1
значилось,значилось,1,18797,0.0091,0,0,1
wald,wald,1,18798,0.0091,0,0,1
bedeckten,bedeckten,1,18799,0.0091,0,0,1
berge,berge,1,18800,0.0091,0,0,1
lehnt,lehnt,1,18801,0.0091,0,0,1
laеngs,laеngs,1,18802,0.0091,0,0,1
dort,dort,1,18803,0.0091,0,0,1
befindlichen,befindlichen,1,18804,0.0091,0,0,1
teiche,teiche,1,18805,0.0091,0,0,1
zieht,zieht,1,18806,0.0091,0,0,1
gegentheil,gegentheil,1,18807,0.0091,0,0,1
unserem,unserem,1,18808,0.0091,0,0,1
seinen,seinen,1,18809,0.0091,0,0,1
sehr,sehr,1,18810,0.0091,0,0,1
debordiren,debordiren,1,18811,0.0091,0,0,1
vortheilhaft,vortheilhaft,1,18812,0.0091,0,0,1
letzteren,letzteren,1,18813,0.0091,0,0,1
dse,dse,1,18814,0.0091,0,0,1
feindes,feindes,1,18815,0.0091,0,0,1
attakiren,attakiren,1,18816,0.0091,0,0,1
besonders,besonders,1,18817,0.0091,0,0,1
doerfer,doerfer,1,18818,0.0091,0,0,1
besitze,besitze,1,18819,0.0091,0,0,1
wodurch,wodurch,1,18820,0.0091,0,0,1
zugleich,zugleich,1,18821,0.0091,0,0,1
in,in,1,18822,0.0091,0,0,1
flanke,flanke,1,18823,0.0091,0,0,1
fallen,fallen,1,18824,0.0091,0,0,1
ihn,ihn,1,18825,0.0091,0,0,1
flaeche,flaeche,1,18826,0.0091,0,0,1
zwischen,zwischen,1,18827,0.0091,0,0,1
thuerassa,thuerassa,1,18828,0.0091,0,0,1
walde,walde,1,18829,0.0091,0,0,1
verfolgen,verfolgen,1,18830,0.0091,0,0,1
koennen,koennen,1,18831,0.0091,0,0,1
indem,indem,1,18832,0.0091,0,0,1
defileen,defileen,1,18833,0.0091,0,0,1
bellowitz,bellowitz,1,18834,0.0091,0,0,1
ausweichen,ausweichen,1,18835,0.0091,0,0,1
welche,welche,1,18836,0.0091,0,0,1
feindliche,feindliche,1,18837,0.0091,0,0,1
front,front,1,18838,0.0091,0,0,1
decken,decken,1,18839,0.0091,0,0,1
diesem,diesem,1,18840,0.0091,0,0,1
endzwecke,endzwecke,1,18841,0.0091,0,0,1
noethig,noethig,1,18842,0.0091,0,0,1
erste,erste,1,18843,0.0091,0,0,1
zweite,zweite,1,18844,0.0091,0,0,1
dritte,dritte,1,18845,0.0091,0,0,1
буксгевден,буксгевден,1,18846,0.0091,0,0,1
горевшей,горевшей,1,18847,0.0091,0,0,1
свече,свече,1,18848,0.0091,0,0,1
открытые,открытые,1,18849,0.0091,0,0,1
воинственной,воинственной,1,18850,0.0091,0,0,1
оперев,оперев,1,18851,0.0091,0,0,1
выгнутыми,выгнутыми,1,18852,0.0091,0,0,1
приподнятыми,приподнятыми,1,18853,0.0091,0,0,1
замолкал,замолкал,1,18854,0.0091,0,0,1
значительного,значительного,1,18855,0.0091,0,0,1
несогласен,несогласен,1,18856,0.0091,0,0,1
диспозицией,диспозицией,1,18857,0.0091,0,0,1
южного,южного,1,18858,0.0091,0,0,1
покидавшей,покидавшей,1,18859,0.0091,0,0,1
перевертывавшие,перевертывавшие,1,18860,0.0091,0,0,1
длиннейших,длиннейших,1,18861,0.0091,0,0,1
периодов,периодов,1,18862,0.0091,0,0,1
вращательное,вращательное,1,18863,0.0091,0,0,1
неприятною,неприятною,1,18864,0.0091,0,0,1
прерывая,прерывая,1,18865,0.0091,0,0,1
объяснения,объяснения,1,18866,0.0091,0,0,1
значащий,значащий,1,18867,0.0091,0,0,1
вертеть,вертеть,1,18868,0.0091,0,0,1
leèon,leèon,1,18869,0.0091,0,0,1
géographie,géographie,1,18870,0.0091,0,0,1
почтительною,почтительною,1,18871,0.0091,0,0,1
поглощенного,поглощенного,1,18872,0.0091,0,0,1
разложенною,разложенною,1,18873,0.0091,0,0,1
картой,картой,1,18874,0.0091,0,0,1
добросовестно,добросовестно,1,18875,0.0091,0,0,1
изучал,изучал,1,18876,0.0091,0,0,1
неизвестную,неизвестную,1,18877,0.0091,0,0,1
расслышанные,расслышанные,1,18878,0.0091,0,0,1
наименования,наименования,1,18879,0.0091,0,0,1
записывал,записывал,1,18880,0.0091,0,0,1
основательны,основательны,1,18881,0.0091,0,0,1
школьникам,школьникам,1,18882,0.0091,0,0,1
ученикам,ученикам,1,18883,0.0091,0,0,1
читавшему,читавшему,1,18884,0.0091,0,0,1
дураками,дураками,1,18885,0.0091,0,0,1
поучить,поучить,1,18886,0.0091,0,0,1
просыпается,просыпается,1,18887,0.0091,0,0,1
перерыве,перерыве,1,18888,0.0091,0,0,1
усыпительного,усыпительного,1,18889,0.0091,0,0,1
мельничных,мельничных,1,18890,0.0091,0,0,1
язвительнее,язвительнее,1,18891,0.0091,0,0,1
авторском,авторском,1,18892,0.0091,0,0,1
самолюбии,самолюбии,1,18893,0.0091,0,0,1
атакованным,атакованным,1,18894,0.0091,0,0,1
бесполезною,бесполезною,1,18895,0.0091,0,0,1
твердою,твердою,1,18896,0.0091,0,0,1
презрительной,презрительной,1,18897,0.0091,0,0,1
приготовленною,приготовленною,1,18898,0.0091,0,0,1
независимо,независимо,1,18899,0.0091,0,0,1
бессилен,бессилен,1,18900,0.0091,0,0,1
лекарка,лекарка,1,18901,0.0091,0,0,1
указать,указать,1,18902,0.0091,0,0,1
лечения,лечения,1,18903,0.0091,0,0,1
погибель,погибель,1,18904,0.0091,0,0,1
ироническою,ироническою,1,18905,0.0091,0,0,1
спорили,спорили,1,18906,0.0091,0,0,1
встречать,встречать,1,18907,0.0091,0,0,1
потушил,потушил,1,18908,0.0091,0,0,1
лагере,лагере,1,18909,0.0091,0,0,1
удаляется,удаляется,1,18910,0.0091,0,0,1
переменяет,переменяет,1,18911,0.0091,0,0,1
занял,занял,1,18912,0.0091,0,0,1
тюрасе,тюрасе,1,18913,0.0091,0,0,1
избавляет,избавляет,1,18914,0.0091,0,0,1
хлопот,хлопот,1,18915,0.0091,0,0,1
остаются,остаются,1,18916,0.0091,0,0,1
выжидавший,выжидавший,1,18917,0.0091,0,0,1
откашлялся,откашлялся,1,18918,0.0091,0,0,1
изменена,изменена,1,18919,0.0091,0,0,1
исполним,исполним,1,18920,0.0091,0,0,1
важнее,важнее,1,18921,0.0091,0,0,1
выспаться,выспаться,1,18922,0.0091,0,0,1
привстает,привстает,1,18923,0.0091,0,0,1
откланялись,откланялись,1,18924,0.0091,0,0,1
удалились,удалились,1,18925,0.0091,0,0,1
полночь,полночь,1,18926,0.0091,0,0,1
неясное,неясное,1,18927,0.0091,0,0,1
ланжероном,ланжероном,1,18928,0.0091,0,0,1
одобрявшими,одобрявшими,1,18929,0.0091,0,0,1
делаться,делаться,1,18930,0.0091,0,0,1
личных,личных,1,18931,0.0091,0,0,1
рисковать,рисковать,1,18932,0.0091,0,0,1
десятками,десятками,1,18933,0.0091,0,0,1
далеких,далеких,1,18934,0.0091,0,0,1
задушевных,задушевных,1,18935,0.0091,0,0,1
восстал,восстал,1,18936,0.0091,0,0,1
прощание,прощание,1,18937,0.0091,0,0,1
времена,времена,1,18938,0.0091,0,0,1
нервично,нервично,1,18939,0.0091,0,0,1
размягченном,размягченном,1,18940,0.0091,0,0,1
избы,избы,1,18941,0.0091,0,0,1
пробивался,пробивался,1,18942,0.0091,0,0,1
лунный,лунный,1,18943,0.0091,0,0,1
предчувствую,предчувствую,1,18944,0.0091,0,0,1
сосредоточение,сосредоточение,1,18945,0.0091,0,0,1
замешательство,замешательство,1,18946,0.0091,0,0,1
начальствующих,начальствующих,1,18947,0.0091,0,0,1
представляется,представляется,1,18948,0.0091,0,0,1
императорам,императорам,1,18949,0.0091,0,0,1
поражены,поражены,1,18950,0.0091,0,0,1
верностью,верностью,1,18951,0.0091,0,0,1
берется,берется,1,18952,0.0091,0,0,1
выговаривает,выговаривает,1,18953,0.0091,0,0,1
вмешивался,вмешивался,1,18954,0.0091,0,0,1
решительному,решительному,1,18955,0.0091,0,0,1
пункту,пункту,1,18956,0.0091,0,0,1
успехи,успехи,1,18957,0.0091,0,0,1
носит,носит,1,18958,0.0091,0,0,1
звание,звание,1,18959,0.0091,0,0,1
сменяется,сменяется,1,18960,0.0091,0,0,1
назначается,назначается,1,18961,0.0091,0,0,1
обманут,обманут,1,18962,0.0091,0,0,1
любимым,любимым,1,18963,0.0091,0,0,1
людскую,людскую,1,18964,0.0091,0,0,1
милы,милы,1,18965,0.0091,0,0,1
отдам,отдам,1,18966,0.0091,0,0,1
укладывавшихся,укладывавшихся,1,18967,0.0091,0,0,1
дразнившего,дразнившего,1,18968,0.0091,0,0,1
титом,титом,1,18969,0.0091,0,0,1
шутник,шутник,1,18970,0.0091,0,0,1
раздавался,раздавался,1,18971,0.0091,0,0,1
покрываемый,покрываемый,1,18972,0.0091,0,0,1
славой,славой,1,18973,0.0091,0,0,1
носится,носится,1,18974,0.0091,0,0,1
фланкёрской,фланкёрской,1,18975,0.0091,0,0,1
попарно,попарно,1,18976,0.0091,0,0,1
рассыпаны,рассыпаны,1,18977,0.0091,0,0,1
клонивший,клонивший,1,18978,0.0091,0,0,1
горевших,горевших,1,18979,0.0091,0,0,1
темнота,темнота,1,18980,0.0091,0,0,1
серелось,серелось,1,18981,0.0091,0,0,1
чернелось,чернелось,1,18982,0.0091,0,0,1
огоньки,огоньки,1,18983,0.0091,0,0,1
блестит,блестит,1,18984,0.0091,0,0,1
закрывались,закрывались,1,18985,0.0091,0,0,1
открывал,открывал,1,18986,0.0091,0,0,1
наезжал,наезжал,1,18987,0.0091,0,0,1
узнай,узнай,1,18988,0.0091,0,0,1
охранял,охранял,1,18989,0.0091,0,0,1
изобличал,изобличал,1,18990,0.0091,0,0,1
обманщиков,обманщиков,1,18991,0.0091,0,0,1
обманщика,обманщика,1,18992,0.0091,0,0,1
убивал,убивал,1,18993,0.0091,0,0,1
щекам,щекам,1,18994,0.0091,0,0,1
лозунг,лозунг,1,18995,0.0091,0,0,1
дышло,дышло,1,18996,0.0091,0,0,1
экая,экая,1,18997,0.0091,0,0,1
резервах,резервах,1,18998,0.0091,0,0,1
попрошусь,попрошусь,1,18999,0.0091,0,0,1
вернусь,вернусь,1,19000,0.0091,0,0,1
поправился,поправился,1,19001,0.0091,0,0,1
светлей,светлей,1,19002,0.0091,0,0,1
пологий,пологий,1,19003,0.0091,0,0,1
скат,скат,1,19004,0.0091,0,0,1
противоположный,противоположный,1,19005,0.0091,0,0,1
бугор,бугор,1,19006,0.0091,0,0,1
крутым,крутым,1,19007,0.0091,0,0,1
белое,белое,1,19008,0.0091,0,0,1
поляна,поляна,1,19009,0.0091,0,0,1
освещенная,освещенная,1,19010,0.0091,0,0,1
месяцем,месяцем,1,19011,0.0091,0,0,1
пятну,пятну,1,19012,0.0091,0,0,1
tache,tache,1,19013,0.0091,0,0,1
таш,таш,1,19014,0.0091,0,0,1
удивится,удивится,1,19015,0.0091,0,0,1
наташку,наташку,1,19016,0.0091,0,0,1
поправей,поправей,1,19017,0.0091,0,0,1
засыпая,засыпая,1,19018,0.0091,0,0,1
гривы,гривы,1,19019,0.0091,0,0,1
детский,детский,1,19020,0.0091,0,0,1
наступить,наступить,1,19021,0.0091,0,0,1
тверской,тверской,1,19022,0.0091,0,0,1
гурьева,гурьева,1,19023,0.0091,0,0,1
гурьев,гурьев,1,19024,0.0091,0,0,1
руби,руби,1,19025,0.0091,0,0,1
протяжные,протяжные,1,19026,0.0091,0,0,1
насторожили,насторожили,1,19027,0.0091,0,0,1
зажегся,зажегся,1,19028,0.0091,0,0,1
потух,потух,1,19029,0.0091,0,0,1
зажглись,зажглись,1,19030,0.0091,0,0,1
аааа,аааа,1,19031,0.0091,0,0,1
рррр,рррр,1,19032,0.0091,0,0,1
подождав,подождав,1,19033,0.0091,0,0,1
ё,ё,1,19034,0.0091,0,0,1
ночное,ночное,1,19035,0.0091,0,0,1
шали,шали,1,19036,0.0091,0,0,1
шевелившуюся,шевелившуюся,1,19037,0.0091,0,0,1
торопилась,торопилась,1,19038,0.0091,0,0,1
била,била,1,19039,0.0091,0,0,1
мерзлой,мерзлой,1,19040,0.0091,0,0,1
приглядываясь,приглядываясь,1,19041,0.0091,0,0,1
огням,огням,1,19042,0.0091,0,0,1
распространялись,распространялись,1,19043,0.0091,0,0,1
торжествующие,торжествующие,1,19044,0.0091,0,0,1
возбудительно,возбудительно,1,19045,0.0091,0,0,1
ручьем,ручьем,1,19046,0.0091,0,0,1
